Brand_Mod,model,model_year,KM,fuel,HP,Litros,Cilindros,transmission_mod,ext_col_mod,int_col_mod,accident_mod,clean_title_mod,price_eur,Preco Previsto,Data_Pedido,Data_Resposta,rating
Ford,Focus RS Base,2016,23979,Gasoline,350.0,2.3,4.0,Manual,Outra,Black,None reported,Yes,35490,43755,2023-09-01,2023-09-04,9.9
Outra,911 Carrera Cabriolet,2006,84883,Gasoline,325.0,3.6,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,34125,37501,2023-08-11,2023-08-15,5.0
Outra,Rover Range Rover Sport HSE Dynamic,2019,125030,Gasoline,380.0,3.0,6.0,Automatic,white,beige,None reported,Yes,39585,38715,2023-07-10,2023-07-11,9.1
Outra,MX-5 Miata Grand Touring,2012,58850,Gasoline,167.0,2.0,4.0,Manual,Outra,beige,At least 1 accident or damage reported,Yes,18381,17704,2022-07-05,2022-07-08,2.2
Outra,Continental GT Base,2009,28968,Gasoline,552.0,6.0,12.0,Automatic,Outra,beige,None reported,Yes,57330,56808,2023-05-15,2023-05-16,6.5
BMW,X5 xDrive 35i Sport Activity,2012,197306,Gasoline,300.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11739,12135,2022-05-02,2022-05-06,2.3
Outra,Yukon XL Denali,2016,221285,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,26845,27101,2023-12-10,2023-12-14,2.0
Outra,2500 Laramie,2019,104607,Diesel,370.0,6.7,6.0,Automatic,Black,Black,None reported,Yes,59150,53743,2023-05-12,2023-05-13,3.5
Outra,Forte Koup EX,2015,166966,Gasoline,173.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,7735,8912,2022-12-28,2022-12-30,9.8
Ford,Transit-250 Base,2020,85295,Gasoline,310.0,3.5,6.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,35035,35293,2023-10-12,2023-10-16,6.0
Outra,WRX Limited,2017,117675,Gasoline,268.0,2.0,4.0,CVT,white,Black,At least 1 accident or damage reported,Yes,18154,19360,2022-12-12,2022-12-14,8.7
Outra,Wrangler X,2005,261489,Gasoline,190.0,4.0,6.0,Manual,Outra,Outra,None reported,Yes,10010,9757,2023-11-29,2023-12-03,7.6
Outra,Armada Platinum,2017,148060,Gasoline,390.0,5.6,8.0,Automatic,Black,Black,None reported,Yes,19019,23319,2023-02-03,2023-02-07,7.3
Outra,Forte LXS,2020,86023,Gasoline,147.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,15465,16594,2023-12-12,2023-12-14,4.3
Ford,F-150 XLT,2022,29717,Gasoline,400.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,43225,47461,2022-08-23,2022-08-26,7.6
Outra,Forte GT-Line,2022,24060,Gasoline,147.0,2.0,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,21840,22358,2022-01-14,2022-01-16,7.8
Outra,Gladiator Sport S,2020,20921,Gasoline,285.0,3.6,6.0,Automatic,Outra,Outra,None reported,Yes,35945,38006,2022-03-25,2022-03-28,7.9
BMW,750 i xDrive,2019,53911,Gasoline,445.0,4.4,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,40490,41743,2023-10-31,2023-11-01,1.9
BMW,328 i xDrive,2013,154497,Gasoline,240.0,2.0,4.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,12285,13997,2022-03-07,2022-03-09,5.7
Chevrolet,Cruze LS,2018,160934,Gasoline,153.0,1.4,4.0,Automatic,white,Black,At least 1 accident or damage reported,Yes,7735,10425,2023-09-23,2023-09-26,2.0
Ford,Maverick XL,2023,20117,Hybrid,191.0,2.5,4.0,Automatic,Outra,Black,None reported,Yes,27299,29429,2022-06-12,2022-06-16,9.8
Outra,Sportage LX,2023,20921,Gasoline,187.0,2.5,4.0,Automatic,white,Black,None reported,Yes,29029,30930,2022-11-30,2022-12-03,9.1
BMW,M4 Base,2018,11587,Gasoline,425.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,58240,57115,2022-04-14,2022-04-15,7.5
Ford,F-350 Platinum,2019,111375,Diesel,450.0,6.7,8.0,DCT,white,Black,None reported,Yes,66885,60660,2022-04-20,2022-04-24,6.7
Outra,IS 250 Base,2010,213560,Gasoline,204.0,2.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9737,9289,2022-08-03,2022-08-06,1.9
BMW,X3 xDrive35i,2011,121505,Gasoline,300.0,3.0,6.0,Automatic,white,Black,None reported,Yes,11807,12686,2022-06-07,2022-06-09,3.9
Outra,GX 460 Premium,2022,57454,Gasoline,301.0,4.6,8.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,47229,43808,2022-01-18,2022-01-19,5.4
BMW,750 Li xDrive,2012,165762,Gasoline,407.0,4.4,8.0,Automatic,Black,Black,None reported,Yes,14560,15287,2022-01-22,2022-01-23,7.1
Outra,Sonata GLS,2010,217261,Gasoline,168.0,2.4,4.0,DCT,Outra,Outra,None reported,Yes,3639,4414,2022-10-12,2022-10-16,7.1
Outra,Outback 2.5i Premium,2013,186684,Gasoline,173.0,2.5,4.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,11375,10661,2022-03-09,2022-03-13,9.9
BMW,X5 M Base,2012,189903,Gasoline,555.0,4.4,8.0,DCT,white,Outra,At least 1 accident or damage reported,Yes,15470,19407,2022-08-06,2022-08-09,9.3
Mercedes-Benz,S-Class S 63 AMG,2015,128548,Gasoline,577.0,5.5,8.0,Automatic,Black,Outra,None reported,Yes,41632,39973,2022-02-14,2022-02-15,5.5
Outra,Panamera Edition,2016,125440,Gasoline,310.0,3.6,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,27300,25669,2023-02-12,2023-02-14,5.0
BMW,X5 xDrive50i,2016,128739,Gasoline,445.0,4.4,8.0,DCT,Black,Black,None reported,Yes,21835,24121,2023-04-13,2023-04-14,7.6
Outra,XF 35t Prestige,2017,163273,Gasoline,340.0,3.0,6.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,16835,18837,2023-11-01,2023-11-02,6.3
Outra,S2000 CR,2008,132486,Gasoline,237.0,2.2,4.0,Manual,Black,Black,None reported,Yes,25935,21906,2023-01-09,2023-01-12,3.9
BMW,M4 Base,2015,157716,Gasoline,425.0,3.0,6.0,DCT,Black,Outra,None reported,Yes,30029,29951,2022-09-10,2022-09-12,8.4
Outra,Quattroporte Sport GT,2007,131966,Gasoline,394.0,4.2,8.0,DCT,Black,Black,At least 1 accident or damage reported,Yes,7279,14149,2023-10-26,2023-10-27,5.9
Ford,Transit-350 Base,2020,31221,Gasoline,310.0,3.5,6.0,Automatic,white,Black,None reported,Yes,52780,49605,2023-10-06,2023-10-09,5.0
Outra,Coupe Cambiocorsa,2006,87037,Gasoline,390.0,4.2,8.0,DCT,Outra,beige,None reported,Yes,15470,23070,2022-05-08,2022-05-10,6.6
Outra,Genesis 3.8,2010,158842,Gasoline,290.0,3.8,6.0,DCT,Outra,beige,None reported,Yes,9409,10804,2022-01-20,2022-01-23,6.3
Outra,A6 45 Premium Plus,2021,53108,Hybrid,248.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,36400,34691,2023-08-23,2023-08-26,6.3
Outra,Savana 2500 Work Van,2018,102129,E85 Flex Fuel,341.0,6.0,8.0,Automatic,white,beige,None reported,Yes,30030,30766,2023-04-13,2023-04-14,9.4
Outra,Titan SV,2021,11668,Gasoline,400.0,5.6,8.0,Automatic,Black,Black,None reported,Yes,34580,42106,2022-07-14,2022-07-16,7.0
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,87709,Gasoline,362.0,3.0,6.0,Automatic,white,Black,None reported,Yes,34575,33395,2022-07-06,2022-07-08,7.5
Outra,Forte GT-Line,2023,24945,Gasoline,147.0,2.0,4.0,CVT,white,Black,At least 1 accident or damage reported,Yes,22295,22940,2022-07-07,2022-07-10,7.8
Outra,Yukon XL Denali,2017,199559,Gasoline,420.0,6.2,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,29120,31271,2023-10-17,2023-10-20,3.9
Outra,S60 Recharge Plug-In Hybrid T8 Inscription,2021,38879,Plug-In Hybrid,400.0,2.0,4.0,Automatic,Outra,Black,None reported,Yes,40859,47668,2022-12-26,2022-12-27,5.6
Outra,Continental GT Speed,2009,93020,Gasoline,600.0,6.0,12.0,Automatic,Outra,beige,None reported,No,54054,53051,2022-12-27,2022-12-31,7.8
Outra,911 Carrera,2016,36210,Gasoline,350.0,3.4,6.0,Automatic,Outra,beige,None reported,Yes,70980,66252,2023-10-06,2023-10-09,5.7
Outra,G37 S Sport,2010,187410,Gasoline,328.0,3.7,6.0,Manual,white,Outra,None reported,Yes,15015,15260,2023-11-23,2023-11-24,5.7
BMW,650 i,2014,64374,Gasoline,445.0,4.4,8.0,DCT,white,beige,None reported,Yes,30940,34366,2022-10-30,2022-11-02,1.5
Outra,Q7 55 Prestige,2019,65983,Gasoline,329.0,3.0,6.0,Automatic,white,beige,None reported,Yes,36309,38292,2022-03-27,2022-03-28,1.7
Outra,Rover Range Rover Sport Supercharged HSE,2016,160798,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,24115,22336,2023-01-04,2023-01-08,3.2
Outra,Gladiator Overland,2020,14645,Gasoline,285.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,45404,44914,2022-07-07,2022-07-10,6.0
Ford,Mustang V6,2013,236881,Gasoline,305.0,3.7,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,11821,11679,2022-08-10,2022-08-13,8.4
Outra,GX 460 Base,2015,148060,Gasoline,301.0,4.6,8.0,Automatic,Black,Black,None reported,Yes,25480,25757,2022-02-03,2022-02-06,3.8
Outra,LX 570 Three-Row,2021,41838,Gasoline,383.0,5.7,8.0,Automatic,Outra,Outra,None reported,Yes,79170,73164,2022-07-21,2022-07-23,5.4
Outra,QX60 AUTOGRAPH,2022,9656,Gasoline,295.0,3.5,6.0,Automatic,Outra,Outra,None reported,Yes,52779,49429,2023-05-11,2023-05-15,3.2
Outra,Jetta 1.4T SE,2017,98170,Gasoline,150.0,1.4,4.0,Automatic,white,Black,None reported,Yes,14555,14875,2023-11-15,2023-11-17,4.8
Mercedes-Benz,E-Class E 300 4MATIC,2018,86430,Gasoline,241.0,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,23569,23014,2023-06-22,2023-06-23,7.0
Chevrolet,Silverado 1500 1LT,2017,143232,Gasoline,355.0,5.3,8.0,Automatic,Outra,Outra,None reported,Yes,27299,28732,2022-11-28,2022-11-29,1.2
Chevrolet,Colorado ZR2,2018,123115,Gasoline,308.0,3.6,6.0,Automatic,white,Black,None reported,Yes,30485,30373,2022-05-02,2022-05-04,7.5
Outra,SC 430 Base,2002,176645,Gasoline,300.0,4.3,8.0,Automatic,Outra,Outra,None reported,Yes,13650,12328,2023-05-17,2023-05-20,6.2
BMW,325 Ci,2004,286463,Gasoline,184.0,2.5,6.0,Automatic,Outra,Outra,None reported,Yes,5232,5107,2022-05-16,2022-05-20,9.6
Outra,Prius Two,2014,129317,Hybrid,134.0,1.8,4.0,Automatic,Outra,Outra,At least 1 accident or damage reported,Yes,12112,12233,2023-09-20,2023-09-23,2.6
Outra,S6 4.0T Premium Plus,2018,98585,Gasoline,450.0,4.0,8.0,Automatic,white,Black,None reported,Yes,45499,44779,2023-01-03,2023-01-07,9.6
Outra,Legacy 2.5i Premium,2015,110819,Gasoline,175.0,2.5,4.0,CVT,Outra,beige,At least 1 accident or damage reported,Yes,13650,13654,2023-08-03,2023-08-07,6.2
Outra,FR-S Monogram,2014,262354,Gasoline,200.0,2.0,4.0,Manual,Black,Black,At least 1 accident or damage reported,Yes,8099,8899,2023-10-20,2023-10-21,6.3
BMW,Z3 3.0i Roadster,2001,167356,Gasoline,225.0,3.0,6.0,Manual,Black,beige,None reported,Yes,9555,10715,2022-02-16,2022-02-20,8.0
Ford,Focus ST Base,2014,177028,Gasoline,252.0,2.0,4.0,Manual,Outra,Outra,None reported,Yes,8640,10008,2023-12-09,2023-12-11,2.7
Outra,911 Carrera Cabriolet,2006,154940,Gasoline,325.0,3.6,6.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,47775,38064,2023-02-17,2023-02-18,5.7
Mercedes-Benz,SL-Class SL 550,2013,209215,Gasoline,429.0,4.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,24479,24403,2023-08-24,2023-08-25,8.1
Outra,Stinger GT2,2018,111206,Gasoline,365.0,3.3,6.0,Automatic,Outra,Black,None reported,Yes,29575,31183,2022-01-30,2022-01-31,8.1
Outra,Cayenne E-Hybrid S Platinum Edition,2017,111695,Plug-In Hybrid,416.0,3.0,6.0,Automatic,Black,beige,At least 1 accident or damage reported,Yes,26845,31547,2022-02-06,2022-02-07,2.5
Chevrolet,Suburban LT,2020,149669,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,35035,35322,2023-08-02,2023-08-06,2.6
BMW,X5 xDrive40i,2020,59546,Gasoline,335.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,45500,46384,2023-10-09,2023-10-11,9.9
Outra,S4 3.0T Premium,2019,19312,Gasoline,349.0,3.0,6.0,Automatic,Black,Black,None reported,Yes,43680,43122,2022-11-04,2022-11-06,7.4
Outra,MX-5 Miata Club,2021,8196,Gasoline,181.0,2.0,4.0,Manual,Outra,Black,None reported,Yes,25480,26811,2023-01-22,2023-01-24,1.8
Outra,XC70 3.2,2008,75156,Gasoline,235.0,3.2,6.0,Automatic,white,beige,None reported,No,10374,16484,2022-11-18,2022-11-21,5.9
Outra,Element EX,2008,308994,Gasoline,166.0,2.4,4.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,10010,8194,2022-11-18,2022-11-21,5.6
Outra,ES 350 Base,2016,82616,Gasoline,268.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,23655,23396,2023-01-28,2023-01-30,3.4
Outra,E-PACE S,2019,70811,Gasoline,246.0,2.0,4.0,Automatic,Black,Black,None reported,Yes,26390,25942,2022-04-23,2022-04-24,6.3
Outra,Highlander SE,2019,148060,Gasoline,295.0,3.5,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,27300,28124,2022-08-18,2022-08-21,3.5
Ford,Expedition EL King Ranch,2011,252435,E85 Flex Fuel,310.0,5.4,8.0,Automatic,Black,Outra,None reported,Yes,13013,12635,2023-10-16,2023-10-20,2.8
Outra,ATS 3.6L Luxury,2013,144358,Gasoline,321.0,3.6,6.0,Automatic,Black,Outra,None reported,Yes,16379,17319,2022-12-16,2022-12-18,8.4
Outra,Pilot EX-L,2016,217825,Gasoline,280.0,3.5,6.0,Automatic,white,beige,At least 1 accident or damage reported,Yes,18109,17321,2023-10-25,2023-10-28,5.5
Outra,Rover Discovery SE,2018,101863,Gasoline,340.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,27294,29198,2023-12-06,2023-12-10,7.6
Outra,Tacoma SR,2022,8079,Gasoline,278.0,3.5,6.0,Automatic,Black,Outra,None reported,Yes,33215,37736,2023-02-21,2023-02-24,8.9
Outra,Wrangler Sport,2016,119315,Gasoline,285.0,3.6,6.0,Manual,Outra,Black,None reported,Yes,20930,21762,2023-02-22,2023-02-26,5.1
Outra,Rover LR2 Base,2015,180995,Gasoline,240.0,2.0,4.0,Automatic,white,beige,None reported,Yes,10915,11638,2023-08-18,2023-08-22,4.6
Outra,Genesis Coupe 3.8 Base,2015,96561,Gasoline,348.0,3.8,6.0,DCT,Black,Black,None reported,Yes,15470,20524,2023-09-27,2023-09-29,7.8
Chevrolet,Tahoe LT,2022,4657,Gasoline,355.0,5.3,8.0,Automatic,Outra,beige,None reported,Yes,58149,56737,2022-10-08,2022-10-09,4.2
Outra,124 Spider Abarth,2017,72420,Gasoline,164.0,1.4,4.0,Manual,Outra,Black,At least 1 accident or damage reported,Yes,20475,19307,2022-05-24,2022-05-27,7.4
BMW,M6 Base,2015,30016,Gasoline,560.0,4.4,8.0,DCT,Outra,Black,None reported,Yes,54190,54440,2023-04-08,2023-04-10,10.0
Outra,LS V8,2002,67592,Gasoline,252.0,3.9,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10010,12495,2022-03-26,2022-03-29,9.2
Outra,Rover Range Rover Evoque S,2020,75464,Gasoline,246.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,28210,30065,2023-08-15,2023-08-16,4.8
Mercedes-Benz,S-Class S500,2005,282797,Gasoline,302.0,5.0,8.0,Automatic,white,beige,None reported,Yes,6370,7471,2022-04-13,2022-04-17,7.6
Outra,Escalade Platinum,2018,79297,Gasoline,420.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,49140,47129,2022-10-28,2022-10-31,3.6
BMW,X4 xDrive30i,2022,56005,Gasoline,248.0,2.0,4.0,Automatic,Outra,Outra,None reported,Yes,41860,41589,2023-06-28,2023-07-01,4.2
BMW,X5 xDrive40i,2019,80467,Gasoline,335.0,3.0,6.0,Automatic,Outra,Outra,None reported,Yes,39130,39883,2022-11-15,2022-11-17,4.8
Outra,H2 SUT,2006,144680,Gasoline,325.0,6.0,8.0,Automatic,Outra,beige,None reported,Yes,27295,23764,2022-06-23,2022-06-25,5.3
BMW,535 i xDrive,2013,74271,Gasoline,306.0,3.0,6.0,DCT,Outra,Black,At least 1 accident or damage reported,Yes,15470,18960,2023-09-23,2023-09-25,6.9
Chevrolet,Tahoe LT,2018,88514,Gasoline,355.0,5.3,8.0,Automatic,Black,Black,None reported,Yes,34489,34557,2023-09-17,2023-09-21,8.2
Chevrolet,Camaro 2SS,2016,79823,Gasoline,455.0,6.2,8.0,Automatic,Outra,Black,None reported,Yes,29575,32554,2023-02-28,2023-03-02,6.4
BMW,M5 Base,2008,125126,Gasoline,500.0,5.0,10.0,Automatic,Outra,Outra,None reported,Yes,19110,25684,2023-03-25,2023-03-29,2.0
Outra,Hardtop Cooper,2019,31945,Gasoline,134.0,1.5,3.0,Automatic,Black,Black,None reported,Yes,21840,20725,2023-03-21,2023-03-23,7.3
Outra,Cayman Base,2011,109432,Gasoline,265.0,2.9,6.0,Manual,white,beige,None reported,Yes,27300,23791,2023-10-25,2023-10-27,6.6
Outra,Ram 1500 ST,2007,58741,Gasoline,210.0,3.7,6.0,Automatic,Outra,Outra,None reported,Yes,14560,14301,2023-08-22,2023-08-23,3.2
Ford,F-150 Lariat,2011,244620,Gasoline,365.0,3.5,6.0,Automatic,Outra,beige,None reported,Yes,12740,12784,2023-04-02,2023-04-03,5.6
Mercedes-Benz,C-Class C 300 4MATIC,2020,22885,Gasoline,255.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,32305,33219,2022-10-29,2022-10-30,5.1
Outra,H2 Base,2005,178476,Gasoline,325.0,6.0,8.0,Automatic,Outra,Black,None reported,Yes,17745,17736,2022-01-30,2022-02-02,2.4
Mercedes-Benz,E-Class E 350,2012,154201,Gasoline,302.0,3.5,6.0,Automatic,white,beige,None reported,Yes,10920,11914,2022-08-15,2022-08-16,5.0
Ford,Mustang Premium,2007,202777,Gasoline,210.0,4.0,6.0,Automatic,Outra,Black,None reported,Yes,8190,8368,2023-06-30,2023-07-03,2.6
Ford,EcoSport SES,2019,170590,Gasoline,166.0,2.0,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,10920,12214,2022-11-06,2022-11-08,6.1
Outra,Genesis 3.8,2015,98653,Gasoline,311.0,3.8,6.0,Automatic,Outra,Outra,None reported,No,18336,19314,2023-12-17,2023-12-21,10.0
Outra,CTS Luxury,2012,100584,Gasoline,270.0,3.0,6.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,17249,16402,2023-08-02,2023-08-05,2.0
Outra,Yukon Denali,2018,122310,Gasoline,420.0,6.2,8.0,Automatic,Black,Black,None reported,Yes,40495,40304,2022-04-28,2022-04-30,6.6
Outra,IS 350 Base,2014,197949,Gasoline,306.0,3.5,6.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,16380,15657,2023-06-14,2023-06-18,8.1
Outra,Ghibli S Q4,2017,80065,Gasoline,404.0,3.0,6.0,DCT,white,Outra,None reported,Yes,25475,27824,2023-02-16,2023-02-17,5.8
Outra,M56 Base,2011,220480,Gasoline,420.0,5.6,8.0,DCT,Outra,Outra,At least 1 accident or damage reported,Yes,7735,12758,2023-07-07,2023-07-09,2.0
Outra,Q70 3.7,2014,113156,Gasoline,330.0,3.7,6.0,Automatic,Black,Black,None reported,Yes,18195,18493,2022-07-07,2022-07-08,3.7
BMW,M235 i,2015,110642,Gasoline,320.0,3.0,6.0,Manual,Outra,Black,None reported,Yes,23659,23843,2022-11-03,2022-11-05,9.6
Outra,XT5 Premium Luxury,2021,107021,Gasoline,310.0,3.6,6.0,Automatic,Outra,Black,None reported,Yes,25935,25836,2023-12-11,2023-12-12,4.3
Outra,Corolla S Plus,2016,110021,Gasoline,132.0,1.8,4.0,DCT,white,Black,None reported,Yes,14560,14456,2022-09-09,2022-09-12,9.8
Outra,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,58741,Gasoline,550.0,5.0,8.0,DCT,white,Outra,None reported,Yes,65520,63564,2022-06-09,2022-06-13,4.3
Outra,Q5 3.0T Premium Plus,2015,96965,Gasoline,272.0,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,17290,20135,2023-10-21,2023-10-24,6.3
BMW,330 i,2019,67914,Gasoline,255.0,2.0,4.0,Automatic,white,Black,None reported,Yes,25025,25932,2022-03-27,2022-03-30,4.1
Chevrolet,Corvette Stingray w/3LT,2022,8690,Gasoline,490.0,6.2,8.0,Automatic,white,Black,None reported,Yes,81809,78700,2023-02-13,2023-02-15,3.8
BMW,535 i xDrive,2011,217261,Gasoline,300.0,3.0,6.0,Automatic,Outra,beige,None reported,Yes,9099,9464,2022-12-19,2022-12-22,4.0
Outra,CT 200h Premium,2014,211146,Hybrid,134.0,1.8,4.0,Automatic,Outra,Outra,None reported,Yes,12740,11886,2023-04-24,2023-04-28,6.4
Mercedes-Benz,C-Class C 300 4MATIC,2021,30838,Gasoline,255.0,2.0,4.0,DCT,Black,Black,None reported,Yes,35035,35160,2023-05-12,2023-05-15,7.1
Outra,911 Carrera S,2007,81272,Gasoline,355.0,3.8,6.0,Manual,Outra,Black,None reported,Yes,50960,51683,2022-08-24,2022-08-28,7.8
Outra,Rover Range Rover Velar P250 S R-Dynamic,2020,49085,Gasoline,247.0,2.0,4.0,Automatic,Outra,beige,None reported,Yes,40040,38876,2022-09-21,2022-09-22,3.4
BMW,X7 xDrive40i,2021,14806,Hybrid,335.0,3.0,6.0,Automatic,white,Outra,At least 1 accident or damage reported,Yes,64792,62169,2023-01-11,2023-01-14,9.9
Outra,GX 460 Base,2015,170590,Gasoline,301.0,4.6,8.0,Automatic,Black,beige,None reported,Yes,34125,29860,2023-11-26,2023-11-27,4.1
BMW,M4 Base,2017,49005,Gasoline,425.0,3.0,6.0,DCT,white,Black,None reported,Yes,48229,48169,2023-05-09,2023-05-13,9.5
BMW,M3 Base,2015,119091,Gasoline,425.0,3.0,6.0,Manual,Outra,Black,None reported,Yes,36400,35777,2023-08-21,2023-08-22,3.7
Ford,F-250 Lariat,2016,197386,Diesel,440.0,6.7,8.0,Automatic,Outra,Black,None reported,Yes,35399,37009,2023-03-19,2023-03-22,5.8
Outra,370Z Touring,2012,104607,Gasoline,332.0,3.7,6.0,Manual,Outra,Black,None reported,Yes,19565,20538,2022-07-18,2022-07-20,2.9
Outra,Accord EX-L,2014,99779,Gasoline,185.0,2.4,4.0,CVT,Outra,Black,At least 1 accident or damage reported,Yes,17278,15806,2023-03-17,2023-03-18,3.6
Outra,Sequoia Platinum,2023,1650,Hybrid,437.0,3.4,6.0,Automatic,Black,Black,None reported,Yes,77350,74583,2022-10-17,2022-10-21,5.3
Outra,Escalade ESV Base,2007,308833,Gasoline,403.0,6.2,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,8872,12854,2023-08-10,2023-08-13,6.1
Outra,718 Boxster S,2018,80467,Gasoline,350.0,2.5,4.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,50050,46489,2023-12-03,2023-12-06,8.4
Outra,Marauder Base,2003,144841,Gasoline,302.0,4.6,8.0,Automatic,Outra,beige,At least 1 accident or damage reported,Yes,14105,13286,2022-06-18,2022-06-21,9.9
Outra,Sierra 1500 SLE,2015,164153,Gasoline,355.0,5.3,8.0,Automatic,Outra,Black,At least 1 accident or damage reported,Yes,22295,23104,2023-04-08,2023-04-10,5.9
Outra,CT 200h Premium,2015,162544,Hybrid,134.0,1.8,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15015,13529,2023-10-19,2023-10-20,1.0
Outra,Escalade Premium,2010,167372,E85 Flex Fuel,403.0,6.2,8.0,Automatic,Outra,Outra,None reported,Yes,17745,17197,2023-05-05,2023-05-07,5.3
Mercedes-Benz,SL-Class SL550 Roadster,2008,53591,Gasoline,382.0,5.5,8.0,Automatic,white,beige,None reported,Yes,31395,32433,2023-08-22,2023-08-23,6.5
Outra,Forte Koup EX,2013,215985,Gasoline,156.0,2.0,4.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,5005,5782,2022-01-01,2022-01-04,2.4
Outra,V60 Cross Country T5,2020,16898,Gasoline,250.0,2.0,4.0,Automatic,white,Black,None reported,Yes,32760,34671,2022-08-26,2022-08-30,1.6
Ford,F-150 XLT,2016,114263,E85 Flex Fuel,385.0,5.0,8.0,Automatic,Black,Outra,At least 1 accident or damage reported,Yes,22158,23562,2023-06-23,2023-06-26,4.2
Outra,Quattroporte S GranLusso,2017,88514,Gasoline,405.0,3.0,6.0,Automatic,Outra,Black,None reported,Yes,35581,32765,2022-04-13,2022-04-16,8.8
Outra,300 S,2014,195535,Gasoline,363.0,5.7,8.0,Automatic,Outra,Black,None reported,Yes,14559,18176,2022-10-15,2022-10-16,9.6
